pokemon1,pokemon2,lvldif,a1,a2,a3,a4,b1,b2,b3,b4,win
cubone,charmander,-20,sharpen,kinesis,tail whip,skull bash,rock slide,splash,focus energy,vice grip,false
muk,machamp,-15,sludge,double slap,amnesia,rage,toxic,hyper fang,tri attack,hyper fang,false
pinsir,nidoran♀,26,vine whip,ember,minimize,growl,water gun,focus energy,quick attack,explosion,true
drowzee,electabuzz,10,bone club,rage,cut,crabhammer,light screen,light screen,wing attack,mimic,true
mewtwo,charmeleon,-47,poison gas,barrage,smog,lovely kiss,soft-boiled,razor wind,bite,bonemerang,false
ninetales,shellder,-6,drill peck,ember,low kick,disable,thunder punch,splash,meditate,razor leaf,true
golduck,tauros,24,toxic,substitute,razor leaf,poison sting,sing,sludge,dig,amnesia,true
clefable,wartortle,44,ember,jump kick,submission,petal dance,rest,waterfall,focus energy,petal dance,true
kingler,abra,9,kinesis,spike cannon,cut,take down,rock throw,counter,roar,defense curl,true
scyther,koffing,15,skull bash,thunder shock,constrict,peck,rest,spike cannon,spike cannon,self-destruct,true
bulbasaur,magnemite,-51,sludge,fly,egg bomb,smokescreen,headbutt,mirror move,confusion,dig,false
lickitung,venomoth,8,recover,substitute,body slam,thunder shock,fire punch,toxic,rock slide,fire spin,true
zubat,kabutops,-35,double team,transform,rage,mega kick,toxic,smog,light screen,double-edge,false
lapras,poliwhirl,2,thunderbolt,acid armor,fury swipes,thunder shock,barrage,bubble beam,night shade,night shade,true
magnemite,charmander,15,leech life,wing attack,sleep powder,sonic boom,fissure,metronome,wing attack,supersonic,true
magneton,machoke,-39,fury attack,headbutt,double slap,flamethrower,guillotine,confusion,swift,egg bomb,false
pidgey,paras,-77,mega punch,vine whip,harden,bide,sludge,psybeam,pay day,dig,false
machoke,eevee,-21,poison sting,disable,pound,defense curl,mega kick,pin missile,thunder,bone club,false
pikachu,growlithe,34,vice grip,explosion,hyper beam,high jump kick,fly,thunder,psybeam,gust,true
charizard,chansey,-11,bonemerang,double kick,karate chop,counter,rock throw,sharpen,mega kick,screech,true
vaporeon,ditto,-14,slash,dream eater,thunderbolt,self-destruct,hyper fang,minimize,body slam,barrage,false
arbok,zapdos,-16,poison sting,withdraw,egg bomb,bide,teleport,double-edge,poison powder,psybeam,false
rapidash,rhydon,28,self-destruct,confuse ray,confusion,clamp,stun spore,sonic boom,light screen,leech seed,true
golduck,porygon,-4,reflect,toxic,drill peck,cut,drill peck,vine whip,body slam,double team,false
machoke,exeggutor,-30,toxic,spore,quick attack,ember,substitute,solar beam,bubble,thunder shock,false
abra,wartortle,-45,poison sting,high jump kick,conversion,transform,blizzard,cut,pound,amnesia,false
hitmonlee,muk,79,teleport,glare,metronome,mirror move,rock throw,scratch,counter,meditate,true
lapras,machoke,47,constrict,tri attack,rage,hypnosis,swords dance,psybeam,karate chop,peck,true
squirtle,gastly,6,gust,pound,comet punch,mega drain,rock throw,surf,withdraw,hyper beam,true
raichu,rhydon,53,glare,dragon rage,flamethrower,pay day,tri attack,thunderbolt,reflect,recover,true
snorlax,arbok,62,thunder wave,aurora beam,substitute,fly,vice grip,barrage,earthquake,withdraw,true
horsea,rhydon,18,slam,mega punch,recover,surf,vine whip,mist,solar beam,horn attack,true
ponyta,poliwhirl,-33,vice grip,earthquake,vine whip,splash,bind,minimize,blizzard,pound,false
seaking,jynx,-17,cut,bubble,bind,swift,blizzard,blizzard,rage,focus energy,false
magnemite,pidgey,43,slam,hyper beam,mist,slash,sludge,recover,bind,lick,true
grimer,snorlax,69,flamethrower,barrier,surf,karate chop,ice punch,mega drain,ice punch,constrict,true
rattata,charmander,48,explosion,mega drain,rage,thunder wave,karate chop,rock slide,fire punch,explosion,true
zapdos,jolteon,74,drill peck,strength,guillotine,peck,harden,minimize,rock slide,pay day,true
tauros,charmander,-26,bite,hyper fang,sing,fire spin,dizzy punch,withdraw,scratch,amnesia,true
charmander,ninetales,-5,light screen,poison sting,dream eater,metronome,thunder punch,bone club,double-edge,dragon rage,false
chansey,seaking,56,teleport,swift,reflect,sky attack,thunder punch,sand attack,fury swipes,fire blast,true
venomoth,snorlax,26,ember,night shade,bide,stomp,pound,fissure,headbutt,mega punch,false
abra,metapod,54,tackle,gust,dream eater,thunder wave,take down,bind,smog,flash,true
weezing,bellsprout,-73,jump kick,tail whip,fissure,smog,sand attack,teleport,hyper fang,karate chop,false
meowth,geodude,0,fire spin,growth,mega kick,light screen,disable,smog,stun spore,tri attack,true
marowak,doduo,-27,bubble,barrier,mega punch,fury swipes,stomp,thunder punch,barrier,poison gas,false
articuno,jolteon,-42,peck,flamethrower,horn attack,low kick,transform,night shade,aurora beam,kinesis,false
nidoqueen,butterfree,1,high jump kick,bubble,stomp,defense curl,bubble,thunder shock,mega punch,minimize,true
exeggutor,electabuzz,67,ice beam,minimize,leech life,double slap,double kick,fly,leech seed,spore,true
lapras,pidgeotto,-61,pin missile,razor leaf,psywave,sky attack,wing attack,acid armor,ice beam,cut,false
horsea,dragonite,-38,self-destruct,gust,confuse ray,body slam,slam,kinesis,recover,glare,false
marowak,bulbasaur,36,super fang,haze,flamethrower,quick attack,leech seed,rolling kick,barrier,hydro pump,true
koffing,gastly,-25,sing,poison gas,smokescreen,psywave,night shade,water gun,double slap,glare,false
wigglytuff,koffing,55,thunder shock,body slam,thunder,peck,fire spin,whirlwind,night shade,thunder punch,true
meowth,snorlax,-34,dragon rage,double kick,sky attack,thunder punch,minimize,petal dance,pound,leech seed,false
weedle,farfetch'd,-39,thunder punch,ice punch,pound,spike cannon,spike cannon,hyper fang,growl,double kick,false
raichu,slowbro,-18,headbutt,absorb,stomp,fire blast,haze,rock slide,sludge,screech,false
nidoqueen,koffing,-19,haze,lovely kiss,sing,bite,mirror move,flamethrower,agility,bonemerang,false
nidoking,nidoqueen,-15,stomp,metronome,light screen,light screen,spike cannon,psychic,guillotine,guillotine,false
seel,cloyster,-20,conversion,counter,screech,defense curl,counter,defense curl,bone club,stun spore,false
diglett,mr. mime,-36,clamp,vice grip,mega drain,disable,teleport,leech seed,bone club,horn attack,false
pidgeotto,wartortle,-16,fire punch,twineedle,bubble,fissure,slash,roar,psychic,disable,false
bellsprout,rhyhorn,18,swift,self-destruct,sharpen,fissure,metronome,confuse ray,cut,tackle,true
graveler,venomoth,-38,string shot,horn drill,amnesia,acid armor,recover,mega drain,rest,take down,false
ditto,seaking,-18,whirlwind,egg bomb,pay day,poison gas,psychic,night shade,screech,vine whip,false
hitmonlee,goldeen,28,slam,self-destruct,spike cannon,peck,night shade,growl,smog,poison sting,true
arcanine,zapdos,-92,whirlwind,dragon rage,growth,leech seed,gust,bind,confusion,rock throw,false
arcanine,omanyte,39,twineedle,acid,stomp,high jump kick,splash,wing attack,reflect,struggle,true
rhydon,venonat,73,high jump kick,fly,vice grip,lick,absorb,rest,blizzard,spike cannon,true
dragonite,porygon,-8,teleport,scratch,mirror move,clamp,fire spin,razor wind,whirlwind,recover,false
starmie,nidoking,-21,slam,rock slide,substitute,disable,sky attack,growth,dragon rage,fly,false
geodude,ekans,23,acid,spore,spike cannon,withdraw,explosion,flash,poison powder,hydro pump,true
caterpie,squirtle,82,ice punch,thunder wave,lick,headbutt,screech,take down,flash,soft-boiled,true
primeape,vileplume,-58,fire blast,bone club,razor wind,amnesia,soft-boiled,slash,mega drain,fury attack,false
diglett,paras,61,low kick,transform,confusion,petal dance,bide,quick attack,seismic toss,dizzy punch,true
meowth,sandshrew,71,light screen,swift,bide,psywave,ice beam,bonemerang,roar,vice grip,true
tangela,doduo,-5,meditate,hypnosis,screech,kinesis,agility,tail whip,bone club,sludge,false
nidoqueen,golem,-43,struggle,mega drain,absorb,water gun,defense curl,solar beam,roar,rolling kick,false
nidorina,seaking,66,bubble beam,poison sting,double-edge,soft-boiled,confusion,comet punch,earthquake,flash,true
charizard,lapras,4,lick,thunder,pin missile,light screen,surf,substitute,pin missile,string shot,true
seadra,porygon,15,clamp,supersonic,thunder,swift,confusion,wing attack,smog,petal dance,true
starmie,raichu,13,ember,kinesis,tackle,pound,dizzy punch,thrash,sonic boom,struggle,false
exeggutor,staryu,40,self-destruct,razor wind,bone club,sonic boom,leer,leech seed,horn drill,acid,true
onix,staryu,-59,smokescreen,thunder punch,earthquake,water gun,guillotine,bite,explosion,guillotine,false
snorlax,charmeleon,11,hyper fang,agility,tri attack,swift,stomp,rolling kick,smog,thrash,true
hitmonchan,raichu,49,tackle,hyper fang,transform,bubble,substitute,stun spore,rage,thunder punch,true
nidorino,dewgong,42,explosion,sing,growth,mega punch,horn attack,amnesia,splash,slash,true
charmeleon,caterpie,63,dig,mimic,thrash,substitute,growth,defense curl,growth,growl,true
pikachu,wigglytuff,53,meditate,rolling kick,stun spore,leer,peck,comet punch,skull bash,acid,true
onix,horsea,8,vice grip,peck,withdraw,self-destruct,surf,stun spore,sky attack,spike cannon,true
arcanine,scyther,36,barrier,solar beam,rock slide,hyper beam,vine whip,supersonic,vine whip,substitute,true
mankey,vileplume,5,pound,tri attack,acid,egg bomb,toxic,harden,roar,leech seed,true
dodrio,growlithe,0,karate chop,stomp,night shade,headbutt,thunder punch,sing,supersonic,barrier,true
metapod,onix,38,psywave,tackle,confuse ray,water gun,fissure,teleport,waterfall,focus energy,false
ponyta,dewgong,-11,drill peck,whirlwind,flamethrower,pin missile,tackle,drill peck,confuse ray,bubble beam,false
sandslash,farfetch'd,41,minimize,ice beam,dream eater,sand attack,explosion,mimic,leech seed,vice grip,true
staryu,raticate,4,twineedle,fire punch,leer,smog,double-edge,reflect,wing attack,pay day,true
bulbasaur,drowzee,10,rolling kick,pin missile,mega punch,conversion,razor leaf,smokescreen,bide,sing,true
golduck,raichu,19,conversion,fire spin,drill peck,growth,sky attack,sleep powder,skull bash,super fang,true
exeggcute,paras,-6,submission,slam,vice grip,scratch,growth,peck,focus energy,spike cannon,true
omanyte,wartortle,44,bubble beam,fury swipes,meditate,bite,rock slide,fly,mirror move,haze,true
kabuto,koffing,-1,growl,withdraw,bubble,dream eater,supersonic,confuse ray,crabhammer,agility,false
slowbro,alakazam,-56,drill peck,explosion,amnesia,rage,slash,sing,absorb,soft-boiled,false
pidgeotto,tauros,-34,pin missile,guillotine,poison gas,rest,cut,spike cannon,acid,vice grip,false
exeggcute,oddish,-52,lick,vice grip,super fang,kinesis,pound,wing attack,lick,constrict,false
arcanine,mewtwo,8,haze,meditate,bone club,sludge,razor wind,dream eater,sleep powder,scratch,true
shellder,dragonite,1,clamp,meditate,fire blast,razor leaf,leech seed,bubble,tackle,teleport,true
vulpix,slowpoke,-60,bonemerang,constrict,ice beam,mist,psychic,focus energy,blizzard,supersonic,false
golbat,wartortle,53,petal dance,barrage,bonemerang,fly,thrash,body slam,sing,bubble,true
grimer,kakuna,45,ice beam,take down,rock slide,dragon rage,swords dance,sand attack,stun spore,defense curl,true
shellder,staryu,56,bide,swords dance,growth,light screen,blizzard,barrier,slash,rock slide,false
pidgeotto,geodude,13,thunder shock,stun spore,poison powder,sleep powder,light screen,bide,rock slide,tail whip,true
slowpoke,pidgeotto,9,bone club,constrict,fire blast,karate chop,horn drill,thunder wave,tail whip,barrier,true
sandshrew,ditto,-12,mega kick,fury attack,submission,cut,screech,aurora beam,agility,mega drain,false
koffing,dragonair,-67,twineedle,mega drain,leer,sludge,sludge,swords dance,double-edge,acid armor,false
eevee,ekans,78,thunder,petal dance,self-destruct,reflect,poison sting,rest,sand attack,hypnosis,true
charmander,meowth,9,smokescreen,mega kick,self-destruct,poison powder,jump kick,slam,swords dance,growth,true
snorlax,venomoth,55,aurora beam,strength,sing,high jump kick,rage,kinesis,peck,bide,true
caterpie,blastoise,15,self-destruct,strength,double slap,vice grip,bubble,body slam,bide,razor leaf,true
vaporeon,geodude,-23,poison powder,submission,harden,ember,skull bash,mimic,barrage,vine whip,false
paras,hitmonlee,5,absorb,body slam,thunder punch,scratch,fire spin,thunder,ice beam,hyper beam,false
pidgeot,magneton,-34,fire punch,self-destruct,egg bomb,strength,fury attack,flash,petal dance,crabhammer,false
abra,golduck,52,reflect,lovely kiss,kinesis,body slam,peck,confuse ray,harden,counter,false
dugtrio,jolteon,-5,bone club,poison sting,spike cannon,petal dance,mirror move,peck,solar beam,double-edge,false
exeggutor,doduo,1,bonemerang,spore,lovely kiss,thunderbolt,earthquake,egg bomb,tail whip,flash,true
gyarados,weepinbell,21,hyper fang,fury attack,counter,teleport,rage,recover,fly,poison powder,true
chansey,gengar,-25,vice grip,acid,take down,rest,hyper beam,tackle,bubble,smokescreen,false
kingler,marowak,-3,glare,fire spin,meditate,hyper fang,dig,guillotine,haze,low kick,false
kabutops,mankey,-34,dream eater,drill peck,growl,take down,thrash,splash,haze,glare,false
clefable,poliwhirl,-67,vice grip,mist,surf,body slam,whirlwind,dig,stomp,sharpen,false
pidgey,chansey,-72,solar beam,lick,horn drill,sharpen,horn drill,spore,mirror move,double kick,false
farfetch'd,rhydon,52,smog,hyper fang,agility,bubble,flash,psychic,wing attack,constrict,true
shellder,bellsprout,-13,double-edge,bone club,poison sting,wing attack,fury swipes,pay day,growl,petal dance,true
starmie,pikachu,35,minimize,high jump kick,fire spin,growth,agility,supersonic,poison powder,low kick,true
grimer,tangela,35,confusion,pin missile,thunder shock,thunderbolt,aurora beam,ice punch,fury attack,peck,true
hitmonlee,staryu,46,razor leaf,splash,pin missile,strength,substitute,withdraw,bide,horn drill,true
diglett,fearow,53,submission,thunderbolt,sky attack,smokescreen,metronome,karate chop,teleport,submission,true
meowth,nidoran♂,-43,explosion,screech,defense curl,mega drain,cut,barrier,sand attack,whirlwind,false
weezing,poliwhirl,-33,hydro pump,barrier,conversion,amnesia,barrage,submission,thunder,horn attack,false
hitmonlee,magikarp,2,blizzard,barrier,bite,thunderbolt,tri attack,thunder shock,mega punch,sleep powder,true
koffing,charmeleon,-18,confusion,dig,dig,dizzy punch,mimic,clamp,bonemerang,double kick,false
sandslash,charizard,81,quick attack,fury swipes,drill peck,slash,horn attack,clamp,hydro pump,horn attack,true
metapod,pidgeot,-28,egg bomb,soft-boiled,haze,waterfall,rock throw,poison sting,pay day,guillotine,false
growlithe,victreebel,-44,dream eater,hyper fang,smokescreen,quick attack,sonic boom,leech seed,splash,seismic toss,true
charmeleon,charizard,-34,psywave,substitute,transform,lovely kiss,earthquake,transform,vice grip,flamethrower,false
cubone,clefable,0,thunder wave,thunderbolt,mirror move,bone club,leer,rage,bite,tackle,false
clefairy,weedle,30,spike cannon,fury swipes,psybeam,skull bash,body slam,gust,screech,poison powder,true
mr. mime,tentacruel,27,fury swipes,waterfall,stun spore,submission,take down,roar,psywave,smog,true
tangela,lickitung,26,sludge,leech seed,lick,hydro pump,rage,night shade,pay day,tackle,true
dragonair,slowpoke,25,flamethrower,blizzard,pound,barrier,slam,thunderbolt,high jump kick,double slap,true
dodrio,dragonair,89,swords dance,double kick,psywave,light screen,sonic boom,rock throw,mega punch,bubble,true
machoke,squirtle,58,fury attack,sharpen,whirlwind,growl,peck,roar,mimic,hyper fang,true
bellsprout,omanyte,-6,petal dance,reflect,slash,constrict,crabhammer,hyper beam,growth,hyper beam,false
aerodactyl,dodrio,-35,hyper beam,leech seed,slash,solar beam,tail whip,sludge,quick attack,solar beam,false
omastar,ditto,-55,fury attack,conversion,harden,mega drain,stomp,horn attack,conversion,poison gas,false
jynx,jigglypuff,74,blizzard,growth,double-edge,high jump kick,body slam,tackle,ice punch,disable,true
slowpoke,voltorb,52,double team,acid armor,mega drain,sand attack,leer,growth,acid armor,bubble,true
porygon,moltres,-7,disable,slam,aurora beam,egg bomb,blizzard,withdraw,haze,bide,false
gyarados,flareon,-21,poison powder,bind,poison powder,poison sting,poison powder,kinesis,spike cannon,poison powder,false
dewgong,geodude,7,lovely kiss,twineedle,mega punch,mimic,string shot,fire punch,confuse ray,leech seed,false
krabby,moltres,-47,smog,sand attack,thunder,thrash,explosion,counter,swift,double team,false
slowpoke,aerodactyl,-9,high jump kick,crabhammer,slash,reflect,whirlwind,thunder wave,screech,fury attack,true
machop,kakuna,46,horn attack,thunderbolt,recover,poison sting,water gun,acid,peck,sleep powder,true
primeape,arcanine,59,light screen,poison powder,screech,thunder punch,ice beam,toxic,comet punch,constrict,true
